tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetCreated,userScreen,userName,userLocation,cause
1376945964938838020,"Despite my hard-won skepticism, this testimony in the Chauvin trial is bringing me closer to where my sister @sunny… https://t.co/5e2wuyzR1s",748,5772,2021-03-30 17:14:35,JoyAnnReid,Joy-Ann Pro-Democracy & Masks Reid 😷,USA,black lives matter
1376679417120964608,"As a former prosecutor, I have never seen a case with such clear cut evidence of murder as in the Chauvin trial. A… https://t.co/SI7Ge4JPVT",1633,9261,2021-03-29 23:35:25,sunny,Sunny Hostin,New York City,black lives matter
1376633551651737604,"Black Lives Matter 

Asian Lives Matter

Trans Lives Matter

Which group is next?

How about we just agree that...

ALL Lives Matter?!",446,4271,2021-03-29 20:33:09,darrengrimes_,Darren Grimes,County Durham,black lives matter
1376655444484182016,"As Black Lives Matter protesters marched last summer, many corporations pledged support for racial justice. But com… https://t.co/4ak0OnWxx7",175,444,2021-03-29 22:00:09,nytimes,The New York Times,New York City,black lives matter
1376608090527784964,A man reported to be a “Democrat Party supporter” and a “Black Lives Matter activist” is now charged with a anti-As… https://t.co/CbzzYgh44O,379,737,2021-03-29 18:51:59,BreitbartNews,Breitbart News,,black lives matter
1377193193498931200,"Jedward Live on Sky News talk:
- Raising money for Cancer 
- Trans Rights and HealthCare 
- Black Lives Matter
- LG… https://t.co/LFqe8hfefM",376,3886,2021-03-31 09:36:58,planetjedward,JEDWARD,Location : Your heart,black lives matter
1376909427933069316,Whitney Mitchell is a communist activist. Her husband Garrett Foster was killed at a Black Lives Matter rally when… https://t.co/sEI8FHnIUN,381,1446,2021-03-30 14:49:24,JesseKellyDC,Jesse Kelly,"Houston, TX",black lives matter
1377040444677357572,The jury in the George Floyd trial is obviously under immense pressure. The Black Lives Matter organization will ex… https://t.co/2ob3Jdq9Sh,454,3609,2021-03-30 23:30:00,BillOReilly,Bill O'Reilly,,black lives matter
1376594373501186048,"As a gay man &amp; an @AstonMartinF1 staffer, I’m chuffed that, like Mick Schumacher’s, Seb Vettel’s #BahrainGP T-shirt… https://t.co/iLssb1yf2N",372,4088,2021-03-29 17:57:29,TheBishF1,Matt Bishop,"London, England",black lives matter
1376553312808546304,A high school basketball team in Alaska was unifying it community by wearing “Black Lives Matter” on its gear all s… https://t.co/wE45lb117C,165,316,2021-03-29 15:14:19,usatodayhss,USA TODAY HSS,"USA TODAY HQ, McLean, Va.",black lives matter
1379041521484320775,Their protests are not centered on a controversial war in some far-off jungle but issues of racial and social inequ… https://t.co/xae6fwT9jw,30,176,2021-04-05 12:01:34,ABC,ABC News,New York City / Worldwide,black lives matter
1378618846689554436,"Here’s a look at 4 things we learned about the coronavirus, one year into the pandemic:

- How it spreads
- How to… https://t.co/5gq1u5L9iv",21,68,2021-04-04 08:02:01,NewsHour,PBS NewsHour,"Arlington, VA | New York, NY",black lives matter
1377296673706291204,Honored and beyond excited to join this premiere investigative newsroom. It’s a dream team and a dream career oppor… https://t.co/k6aW0QWO8M,30,521,2021-03-31 16:28:10,NicoleFCarr,Nicole Carr,Atlanta,black lives matter
1376474716144291842,"Here’s a look at 4 things we learned about the coronavirus, one year into the pandemic:

- How it spreads
- How to… https://t.co/plOQHKXMp5",32,88,2021-03-29 10:02:00,NewsHour,PBS NewsHour,"Arlington, VA | New York, NY",black lives matter
1376554331747594240,"""Same-day registration is a racial justice issue."" Organizers from the @lwvnj discuss how their current bill connec… https://t.co/Qm6IluKXiy",23,42,2021-03-29 15:18:22,LWV,LWV of the US,"Washington, DC",black lives matter
1379040315999404034,"Portland “racial justice” achievement from #antifa, Black Lives Matter, @JoAnnPDX and @tedwheeler. 2021 is on track… https://t.co/6wFHO7LQD1",579,1540,2021-04-05 11:56:47,MrAndyNgo,Andy Ngô,"US, UK",black lives matter
1379220540683137025,"Nolte: Maya Echols, a prominent Black Lives Matter activist, threatened that cities will be “on fire” if Derek Chau… https://t.co/u8AdUThGa0",245,293,2021-04-05 23:52:56,BreitbartNews,Breitbart News,,black lives matter
1379210672517566466,Just a reminder that Black lives still matter. We still have to fight against Asian hate. And the LGBTQIA+ communit… https://t.co/ITj0PCZWQV,97,581,2021-04-05 23:13:43,ariivory,Arielle (Ari) Chambers,,black lives matter
1378831211842449409,"""As BLM was met w/all lives matter/blue lives matter, it became clear that these weren’t about equality/law enforce… https://t.co/vymL92VrtV",115,334,2021-04-04 22:05:53,Iron_Spike,Iron Spike,,black lives matter
1378702658832367617,"Christians should be the first ones wearing masks in a pandemic, the first ones welcoming refugees, the first ones… https://t.co/BaQ5aReQ0I",118,453,2021-04-04 13:35:03,johnpavlovitz,John Pavlovitz,"Wake Forest, NC",black lives matter
1378838846310260738,"9 months after racial justice protests swept across New York City &amp; videos showed police punching, kicking &amp; trappi… https://t.co/CvnLn9zLfD",108,136,2021-04-04 22:36:13,propublica,ProPublica,"New York, NY",black lives matter
1379075393970397186,Ndona Muboyayi is an incredibly brave person https://t.co/039uBk2QY3,89,411,2021-04-05 14:16:10,benshapiro,Ben Shapiro,,black lives matter
1378487907619635200,Remember that time a woman bombed the US Capitol to try to kill Republicans but then Clinton pardoned her and now s… https://t.co/HpaW9PIRhb,3911,8341,2021-04-03 23:21:42,TimRunsHisMouth,Tim Young,Texas,black lives matter
1379088221242601476,"The commission was launched after the Black Lives Matter protests last year.

In a new report, controversial conclu… https://t.co/P1uqV3qzeO",55,172,2021-04-05 15:07:08,bopinion,Bloomberg Opinion,Worldwide,black lives matter
1378835083973562369,Today marks the 53rd anniversary of the assassination of Martin Luther King Jr. In a year marred by continuing stru… https://t.co/t1oailYsOp,54,122,2021-04-04 22:21:16,NewsHour,PBS NewsHour,"Arlington, VA | New York, NY",black lives matter
1378819167621615616,As many as 26 million people in the United States participated in Black Lives Matter protests in the wake of Floyd’… https://t.co/KZguspU4kN,29,62,2021-04-04 21:18:01,thenation,The Nation,,black lives matter
1379104434555252736,"Singer @AmyLeeEV discussed the new Evanescence album, and her thoughts about the Black Lives Matter movement https://t.co/bAUgyWFSqr",24,74,2021-04-05 16:11:34,latimes,Los Angeles Times,"El Segundo, CA",black lives matter
1378859501995053059,"Are You Willing to Give Up Your Privilege
Philanthropy alone won’t save the American dream.

By ⁦@DarrenWalker, pre… https://t.co/stpFigefHz",37,170,2021-04-04 23:58:17,MiaFarrow,Mia Farrow,USA ,black lives matter
1379024012467003395,"""As the Black Lives Matter protests highlighted so powerfully, too many people’s lives both in the UK and across th… https://t.co/xCzXkLvwNK",35,56,2021-04-05 10:52:00,LibDems,Liberal Democrats,United Kingdom,black lives matter
1378892301146198017,‘Healing hikes’: How one Oakland organization is making Black lives matter in nature - San Francisco Chronicle.  Co… https://t.co/C4oKF8oI7M,17,79,2021-04-05 02:08:37,PamGrier,Pam Grier Ph.D,Paradise ,black lives matter
1377004004144783366,"Jesus.

Not only did #DerekChauvin kill #GeorgeFloyd, but then, they didn’t let an EMT help.

If after seeing evide… https://t.co/3D2HE8e91v",5814,29741,2021-03-30 21:05:12,ananavarro,Ana Navarro-Cárdenas,"Coral Gables, Fl",black lives matter
1378442287701655554,I interviewed Ndona Muboyayi. She worries that the public school system is teaching her Black children in ways that… https://t.co/SLaUlycz9R,688,1963,2021-04-03 20:20:26,conor64,Conor Friedersdorf,,black lives matter
1378409399782281220,"Me.
Democrat. Yes
Veteran. Yes
Liberal. Yes
VAWA. Yes.
Term Limits. Yes
Nuke Filibuster. Yes
Ratify The ERA. Yes
Bl… https://t.co/1tt4UxPUJM",2187,9571,2021-04-03 18:09:45,BrunoAmato_1,Bruno Amato 🇺🇸 4 Congress CA23,"California, USA",black lives matter
1378440406761943052,How could this be? They painted Black Lives Matter on the street! https://t.co/rmmhfxkqnU,246,1988,2021-04-03 20:12:57,JordanUhl,jordan,"Washington, D.C.",black lives matter
1377320821002231808,Some say they can’t watch #DerekChauvin trial. It’s too hard. It causes anxiety. How can it not? But we need to wat… https://t.co/BfLaKlu5wE,1106,5353,2021-03-31 18:04:07,ananavarro,Ana Navarro-Cárdenas,"Coral Gables, Fl",black lives matter
1376945964938838020,"Despite my hard-won skepticism, this testimony in the Chauvin trial is bringing me closer to where my sister @sunny… https://t.co/5e2wuyzR1s",748,5772,2021-03-30 17:14:35,JoyAnnReid,Joy-Ann Pro-Democracy & Masks Reid 😷,USA,black lives matter
1376679417120964608,"As a former prosecutor, I have never seen a case with such clear cut evidence of murder as in the Chauvin trial. A… https://t.co/SI7Ge4JPVT",1633,9261,2021-03-29 23:35:25,sunny,Sunny Hostin,New York City,black lives matter
1376633551651737604,"Black Lives Matter 

Asian Lives Matter

Trans Lives Matter

Which group is next?

How about we just agree that...

ALL Lives Matter?!",446,4271,2021-03-29 20:33:09,darrengrimes_,Darren Grimes,County Durham,black lives matter
1376655444484182016,"As Black Lives Matter protesters marched last summer, many corporations pledged support for racial justice. But com… https://t.co/4ak0OnWxx7",175,444,2021-03-29 22:00:09,nytimes,The New York Times,New York City,black lives matter
1376608090527784964,A man reported to be a “Democrat Party supporter” and a “Black Lives Matter activist” is now charged with a anti-As… https://t.co/CbzzYgh44O,379,737,2021-03-29 18:51:59,BreitbartNews,Breitbart News,,black lives matter
1377193193498931200,"Jedward Live on Sky News talk:
- Raising money for Cancer 
- Trans Rights and HealthCare 
- Black Lives Matter
- LG… https://t.co/LFqe8hfefM",376,3886,2021-03-31 09:36:58,planetjedward,JEDWARD,Location : Your heart,black lives matter
1376909427933069316,Whitney Mitchell is a communist activist. Her husband Garrett Foster was killed at a Black Lives Matter rally when… https://t.co/sEI8FHnIUN,381,1446,2021-03-30 14:49:24,JesseKellyDC,Jesse Kelly,"Houston, TX",black lives matter
1377040444677357572,The jury in the George Floyd trial is obviously under immense pressure. The Black Lives Matter organization will ex… https://t.co/2ob3Jdq9Sh,454,3609,2021-03-30 23:30:00,BillOReilly,Bill O'Reilly,,black lives matter
1376594373501186048,"As a gay man &amp; an @AstonMartinF1 staffer, I’m chuffed that, like Mick Schumacher’s, Seb Vettel’s #BahrainGP T-shirt… https://t.co/iLssb1yf2N",372,4088,2021-03-29 17:57:29,TheBishF1,Matt Bishop,"London, England",black lives matter
1376553312808546304,A high school basketball team in Alaska was unifying it community by wearing “Black Lives Matter” on its gear all s… https://t.co/wE45lb117C,165,316,2021-03-29 15:14:19,usatodayhss,USA TODAY HSS,"USA TODAY HQ, McLean, Va.",black lives matter
1379041521484320775,Their protests are not centered on a controversial war in some far-off jungle but issues of racial and social inequ… https://t.co/xae6fwT9jw,30,176,2021-04-05 12:01:34,ABC,ABC News,New York City / Worldwide,black lives matter
1378618846689554436,"Here’s a look at 4 things we learned about the coronavirus, one year into the pandemic:

- How it spreads
- How to… https://t.co/5gq1u5L9iv",21,68,2021-04-04 08:02:01,NewsHour,PBS NewsHour,"Arlington, VA | New York, NY",black lives matter
1377296673706291204,Honored and beyond excited to join this premiere investigative newsroom. It’s a dream team and a dream career oppor… https://t.co/k6aW0QWO8M,30,521,2021-03-31 16:28:10,NicoleFCarr,Nicole Carr,Atlanta,black lives matter
1376474716144291842,"Here’s a look at 4 things we learned about the coronavirus, one year into the pandemic:

- How it spreads
- How to… https://t.co/plOQHKXMp5",32,88,2021-03-29 10:02:00,NewsHour,PBS NewsHour,"Arlington, VA | New York, NY",black lives matter
1376554331747594240,"""Same-day registration is a racial justice issue."" Organizers from the @lwvnj discuss how their current bill connec… https://t.co/Qm6IluKXiy",23,42,2021-03-29 15:18:22,LWV,LWV of the US,"Washington, DC",black lives matter
1379040315999404034,"Portland “racial justice” achievement from #antifa, Black Lives Matter, @JoAnnPDX and @tedwheeler. 2021 is on track… https://t.co/6wFHO7LQD1",579,1540,2021-04-05 11:56:47,MrAndyNgo,Andy Ngô,"US, UK",black lives matter
1379220540683137025,"Nolte: Maya Echols, a prominent Black Lives Matter activist, threatened that cities will be “on fire” if Derek Chau… https://t.co/u8AdUThGa0",250,294,2021-04-05 23:52:56,BreitbartNews,Breitbart News,,black lives matter
1379210672517566466,Just a reminder that Black lives still matter. We still have to fight against Asian hate. And the LGBTQIA+ communit… https://t.co/ITj0PCZWQV,97,584,2021-04-05 23:13:43,ariivory,Arielle (Ari) Chambers,,black lives matter
1378831211842449409,"""As BLM was met w/all lives matter/blue lives matter, it became clear that these weren’t about equality/law enforce… https://t.co/vymL92VrtV",115,334,2021-04-04 22:05:53,Iron_Spike,Iron Spike,,black lives matter
1378702658832367617,"Christians should be the first ones wearing masks in a pandemic, the first ones welcoming refugees, the first ones… https://t.co/BaQ5aReQ0I",118,453,2021-04-04 13:35:03,johnpavlovitz,John Pavlovitz,"Wake Forest, NC",black lives matter
1378838846310260738,"9 months after racial justice protests swept across New York City &amp; videos showed police punching, kicking &amp; trappi… https://t.co/CvnLn9zLfD",108,136,2021-04-04 22:36:13,propublica,ProPublica,"New York, NY",black lives matter
1379075393970397186,Ndona Muboyayi is an incredibly brave person https://t.co/039uBk2QY3,89,411,2021-04-05 14:16:10,benshapiro,Ben Shapiro,,black lives matter
1378487907619635200,Remember that time a woman bombed the US Capitol to try to kill Republicans but then Clinton pardoned her and now s… https://t.co/HpaW9PIRhb,3912,8341,2021-04-03 23:21:42,TimRunsHisMouth,Tim Young,Texas,black lives matter
1379088221242601476,"The commission was launched after the Black Lives Matter protests last year.

In a new report, controversial conclu… https://t.co/P1uqV3qzeO",55,171,2021-04-05 15:07:08,bopinion,Bloomberg Opinion,Worldwide,black lives matter
1378835083973562369,Today marks the 53rd anniversary of the assassination of Martin Luther King Jr. In a year marred by continuing stru… https://t.co/t1oailYsOp,54,122,2021-04-04 22:21:16,NewsHour,PBS NewsHour,"Arlington, VA | New York, NY",black lives matter
1378819167621615616,As many as 26 million people in the United States participated in Black Lives Matter protests in the wake of Floyd’… https://t.co/KZguspU4kN,29,62,2021-04-04 21:18:01,thenation,The Nation,,black lives matter
1379104434555252736,"Singer @AmyLeeEV discussed the new Evanescence album, and her thoughts about the Black Lives Matter movement https://t.co/bAUgyWFSqr",24,74,2021-04-05 16:11:34,latimes,Los Angeles Times,"El Segundo, CA",black lives matter
1378859501995053059,"Are You Willing to Give Up Your Privilege
Philanthropy alone won’t save the American dream.

By ⁦@DarrenWalker, pre… https://t.co/stpFigefHz",37,170,2021-04-04 23:58:17,MiaFarrow,Mia Farrow,USA ,black lives matter
1379024012467003395,"""As the Black Lives Matter protests highlighted so powerfully, too many people’s lives both in the UK and across th… https://t.co/xCzXkLvwNK",35,56,2021-04-05 10:52:00,LibDems,Liberal Democrats,United Kingdom,black lives matter
1378892301146198017,‘Healing hikes’: How one Oakland organization is making Black lives matter in nature - San Francisco Chronicle.  Co… https://t.co/C4oKF8oI7M,17,79,2021-04-05 02:08:37,PamGrier,Pam Grier Ph.D,Paradise ,black lives matter
1377004004144783366,"Jesus.

Not only did #DerekChauvin kill #GeorgeFloyd, but then, they didn’t let an EMT help.

If after seeing evide… https://t.co/3D2HE8e91v",5814,29741,2021-03-30 21:05:12,ananavarro,Ana Navarro-Cárdenas,"Coral Gables, Fl",black lives matter
1378442287701655554,I interviewed Ndona Muboyayi. She worries that the public school system is teaching her Black children in ways that… https://t.co/SLaUlycz9R,688,1963,2021-04-03 20:20:26,conor64,Conor Friedersdorf,,black lives matter
1378409399782281220,"Me.
Democrat. Yes
Veteran. Yes
Liberal. Yes
VAWA. Yes.
Term Limits. Yes
Nuke Filibuster. Yes
Ratify The ERA. Yes
Bl… https://t.co/1tt4UxPUJM",2187,9570,2021-04-03 18:09:45,BrunoAmato_1,Bruno Amato 🇺🇸 4 Congress CA23,"California, USA",black lives matter
1378440406761943052,How could this be? They painted Black Lives Matter on the street! https://t.co/rmmhfxkqnU,246,1989,2021-04-03 20:12:57,JordanUhl,jordan,"Washington, D.C.",black lives matter
1377320821002231808,Some say they can’t watch #DerekChauvin trial. It’s too hard. It causes anxiety. How can it not? But we need to wat… https://t.co/BfLaKlu5wE,1106,5353,2021-03-31 18:04:07,ananavarro,Ana Navarro-Cárdenas,"Coral Gables, Fl",black lives matter
1376945964938838020,"Despite my hard-won skepticism, this testimony in the Chauvin trial is bringing me closer to where my sister @sunny… https://t.co/5e2wuyzR1s",748,5772,2021-03-30 17:14:35,JoyAnnReid,Joy-Ann Pro-Democracy & Masks Reid 😷,USA,black lives matter
1376679417120964608,"As a former prosecutor, I have never seen a case with such clear cut evidence of murder as in the Chauvin trial. A… https://t.co/SI7Ge4JPVT",1633,9261,2021-03-29 23:35:25,sunny,Sunny Hostin,New York City,black lives matter
1376633551651737604,"Black Lives Matter 

Asian Lives Matter

Trans Lives Matter

Which group is next?

How about we just agree that...

ALL Lives Matter?!",446,4271,2021-03-29 20:33:09,darrengrimes_,Darren Grimes,County Durham,black lives matter
1376655444484182016,"As Black Lives Matter protesters marched last summer, many corporations pledged support for racial justice. But com… https://t.co/4ak0OnWxx7",175,444,2021-03-29 22:00:09,nytimes,The New York Times,New York City,black lives matter
1376608090527784964,A man reported to be a “Democrat Party supporter” and a “Black Lives Matter activist” is now charged with a anti-As… https://t.co/CbzzYgh44O,379,737,2021-03-29 18:51:59,BreitbartNews,Breitbart News,,black lives matter
1377193193498931200,"Jedward Live on Sky News talk:
- Raising money for Cancer 
- Trans Rights and HealthCare 
- Black Lives Matter
- LG… https://t.co/LFqe8hfefM",376,3889,2021-03-31 09:36:58,planetjedward,JEDWARD,Location : Your heart,black lives matter
1376909427933069316,Whitney Mitchell is a communist activist. Her husband Garrett Foster was killed at a Black Lives Matter rally when… https://t.co/sEI8FHnIUN,381,1446,2021-03-30 14:49:24,JesseKellyDC,Jesse Kelly,"Houston, TX",black lives matter
1377040444677357572,The jury in the George Floyd trial is obviously under immense pressure. The Black Lives Matter organization will ex… https://t.co/2ob3Jdq9Sh,454,3609,2021-03-30 23:30:00,BillOReilly,Bill O'Reilly,,black lives matter
1376594373501186048,"As a gay man &amp; an @AstonMartinF1 staffer, I’m chuffed that, like Mick Schumacher’s, Seb Vettel’s #BahrainGP T-shirt… https://t.co/iLssb1yf2N",372,4088,2021-03-29 17:57:29,TheBishF1,Matt Bishop,"London, England",black lives matter
1376553312808546304,A high school basketball team in Alaska was unifying it community by wearing “Black Lives Matter” on its gear all s… https://t.co/wE45lb117C,165,316,2021-03-29 15:14:19,usatodayhss,USA TODAY HSS,"USA TODAY HQ, McLean, Va.",black lives matter
1379041521484320775,Their protests are not centered on a controversial war in some far-off jungle but issues of racial and social inequ… https://t.co/xae6fwT9jw,30,176,2021-04-05 12:01:34,ABC,ABC News,New York City / Worldwide,black lives matter
1378618846689554436,"Here’s a look at 4 things we learned about the coronavirus, one year into the pandemic:

- How it spreads
- How to… https://t.co/5gq1u5L9iv",21,68,2021-04-04 08:02:01,NewsHour,PBS NewsHour,"Arlington, VA | New York, NY",black lives matter
1377296673706291204,Honored and beyond excited to join this premiere investigative newsroom. It’s a dream team and a dream career oppor… https://t.co/k6aW0QWO8M,30,521,2021-03-31 16:28:10,NicoleFCarr,Nicole Carr,Atlanta,black lives matter
1376474716144291842,"Here’s a look at 4 things we learned about the coronavirus, one year into the pandemic:

- How it spreads
- How to… https://t.co/plOQHKXMp5",32,88,2021-03-29 10:02:00,NewsHour,PBS NewsHour,"Arlington, VA | New York, NY",black lives matter
1376554331747594240,"""Same-day registration is a racial justice issue."" Organizers from the @lwvnj discuss how their current bill connec… https://t.co/Qm6IluKXiy",23,42,2021-03-29 15:18:22,LWV,LWV of the US,"Washington, DC",black lives matter
1379040315999404034,"Portland “racial justice” achievement from #antifa, Black Lives Matter, @JoAnnPDX and @tedwheeler. 2021 is on track… https://t.co/6wFHO7LQD1",579,1540,2021-04-05 11:56:47,MrAndyNgo,Andy Ngô,"US, UK",black lives matter
1379220540683137025,"Nolte: Maya Echols, a prominent Black Lives Matter activist, threatened that cities will be “on fire” if Derek Chau… https://t.co/u8AdUThGa0",252,296,2021-04-05 23:52:56,BreitbartNews,Breitbart News,,black lives matter
1379210672517566466,Just a reminder that Black lives still matter. We still have to fight against Asian hate. And the LGBTQIA+ communit… https://t.co/ITj0PCZWQV,97,586,2021-04-05 23:13:43,ariivory,Arielle (Ari) Chambers,,black lives matter
1378831211842449409,"""As BLM was met w/all lives matter/blue lives matter, it became clear that these weren’t about equality/law enforce… https://t.co/vymL92VrtV",115,334,2021-04-04 22:05:53,Iron_Spike,Iron Spike,,black lives matter
1378702658832367617,"Christians should be the first ones wearing masks in a pandemic, the first ones welcoming refugees, the first ones… https://t.co/BaQ5aReQ0I",118,453,2021-04-04 13:35:03,johnpavlovitz,John Pavlovitz,"Wake Forest, NC",black lives matter
1378838846310260738,"9 months after racial justice protests swept across New York City &amp; videos showed police punching, kicking &amp; trappi… https://t.co/CvnLn9zLfD",108,136,2021-04-04 22:36:13,propublica,ProPublica,"New York, NY",black lives matter
1379075393970397186,Ndona Muboyayi is an incredibly brave person https://t.co/039uBk2QY3,89,411,2021-04-05 14:16:10,benshapiro,Ben Shapiro,,black lives matter
1378487907619635200,Remember that time a woman bombed the US Capitol to try to kill Republicans but then Clinton pardoned her and now s… https://t.co/HpaW9PIRhb,3912,8341,2021-04-03 23:21:42,TimRunsHisMouth,Tim Young,Texas,black lives matter
1379088221242601476,"The commission was launched after the Black Lives Matter protests last year.

In a new report, controversial conclu… https://t.co/P1uqV3qzeO",55,171,2021-04-05 15:07:08,bopinion,Bloomberg Opinion,Worldwide,black lives matter
1378835083973562369,Today marks the 53rd anniversary of the assassination of Martin Luther King Jr. In a year marred by continuing stru… https://t.co/t1oailYsOp,54,122,2021-04-04 22:21:16,NewsHour,PBS NewsHour,"Arlington, VA | New York, NY",black lives matter
1378819167621615616,As many as 26 million people in the United States participated in Black Lives Matter protests in the wake of Floyd’… https://t.co/KZguspU4kN,29,62,2021-04-04 21:18:01,thenation,The Nation,,black lives matter
1379104434555252736,"Singer @AmyLeeEV discussed the new Evanescence album, and her thoughts about the Black Lives Matter movement https://t.co/bAUgyWFSqr",24,75,2021-04-05 16:11:34,latimes,Los Angeles Times,"El Segundo, CA",black lives matter
1378859501995053059,"Are You Willing to Give Up Your Privilege
Philanthropy alone won’t save the American dream.

By ⁦@DarrenWalker, pre… https://t.co/stpFigefHz",37,170,2021-04-04 23:58:17,MiaFarrow,Mia Farrow,USA ,black lives matter
1379024012467003395,"""As the Black Lives Matter protests highlighted so powerfully, too many people’s lives both in the UK and across th… https://t.co/xCzXkLvwNK",35,56,2021-04-05 10:52:00,LibDems,Liberal Democrats,United Kingdom,black lives matter
1378892301146198017,‘Healing hikes’: How one Oakland organization is making Black lives matter in nature - San Francisco Chronicle.  Co… https://t.co/C4oKF8oI7M,17,79,2021-04-05 02:08:37,PamGrier,Pam Grier Ph.D,Paradise ,black lives matter
1377004004144783366,"Jesus.

Not only did #DerekChauvin kill #GeorgeFloyd, but then, they didn’t let an EMT help.

If after seeing evide… https://t.co/3D2HE8e91v",5814,29741,2021-03-30 21:05:12,ananavarro,Ana Navarro-Cárdenas,"Coral Gables, Fl",black lives matter
1378442287701655554,I interviewed Ndona Muboyayi. She worries that the public school system is teaching her Black children in ways that… https://t.co/SLaUlycz9R,688,1963,2021-04-03 20:20:26,conor64,Conor Friedersdorf,,black lives matter
